"upps_ss_negative_urgency","upps_ss_lack_of_planning","upps_ss_sensation_seeking","upps_ss_positive_urgency","upps_ss_lack_of_perseverance","prodrom_psych_ss_severity_score","bisbas_ss_bas_rr","bisbas_ss_bas_drive","bisbas_ss_bas_fs","ehi_ss_score","macvs_ss_fs_p","macvs_ss_fo_p","macvs_ss_isr_p","macvs_ss_r_p","macvs_ss_fr_p","fes_ss_fc","fes_ss_fc_p","prosocial_ss_mean_p","prosocial_ss_mean","crpbi_acceptance_ss_studycaregiver","school_risk_phenx_ss_ses","school_risk_phenx_ss_iiss","school_risk_phenx_ss_dfs","neighb_phenx_ss_mean_p","via_accult_ss_hc_p","via_accult_ss_amer_p","meim_ss_total_p","sleep_ss_total_p","sleep_dist_does","sleep_dist_swtd","sleep_dist_da","sleep_dist_sbd","sleep_dist_dims","cbcl_scr_07_ocd_r","cbcl_scr_07_sct_r","cbcl_scr_07_stress_r","cbcl_scr_syn_aggressive_r","cbcl_scr_syn_anxdep_r","cbcl_scr_syn_withdep_r","cbcl_scr_syn_attention_r","cbcl_scr_syn_rulebreak_r","cbcl_scr_syn_social_r","cbcl_scr_syn_somatic_r","cbcl_scr_syn_thought_r","asr_scr_perstr_r","asr_scr_aggressive_r","asr_scr_anxdep_r","asr_scr_attention_r","asr_scr_intrusive_r","asr_scr_rulebreak_r","asr_scr_somatic_r","asr_scr_thought_r","asr_scr_withdrawn_r"
0.628452227762612,0.728407287498786,0.490339483563943,0.773721337292474,0.695163956615384,0.862732655169409,0.732190803856995,0.773891345133769,0.656774935876478,0.861358249245263,0.79981841813504,0.721691491619169,0.606005044911119,0.973333780106637,0.695894652611954,0.67675778835669,0.664080109436569,0.797320780824423,0.582949311555997,0.70557869064152,0.60874619761593,0.648658652846803,0.203479698983616,0.880194512474468,0.914789445117588,0.901799254736459,0.886076850921964,0.826861681804931,0.715632140412383,0.588799353495774,0.567822443263627,0.373882885857522,0.726885430917836,0.692205307542489,0.614246931490879,0.813129943080964,0.886985995429856,0.814081642241385,0.732526671275827,0.86001690091339,0.703867962878876,0.741372509420706,0.680420903634689,0.687896959016368,0.721863357247456,0.800503085240067,0.880069835850838,0.84202308628218,0.613708339123706,0.679150743729553,0.78692434556491,0.663246609545957,0.747562555433358
